书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
蝴蝶与鲸鱼,一生中最美好的瞬间,花季雨季 情有独钟 因缘邂逅 天之骄子 正剧,http://www.jjwxc.net/onebook.php?novelid=6069768,岁见,原创-言情-近代现代-爱情-女主,83299,完结,5623635968,2022-01-01 00:00:00,【全文完，感谢阅读。】“蝴蝶的寿命是三天到一个月之间，大部分的蝴蝶只有一周的寿命。”“我和它们一样，也只有几个月的生命，或许更短。”-胡蝶第一次遇见荆逾，他以为她是自寻短见的厌世少女。第二次遇见，他漠不关心的告诉胡蝶：“你今天要是再跳下去，我可不会再救你。”再后来，她告诉他：“荆逾，不要为我难过。”很久以后，荆逾重回赛场，拿到属于他的荣耀。闪光灯下，他突然想起少女的音容，在万千人前说了一句没头没脑的话。——“我不难过，我只是觉得这样的时刻，有你在，会更好。”「他是遨游海洋的鲸鱼，偶然的一天，一只蝴蝶无意闯入他的频率，那是他一生中最美好的瞬间」*癌症少女x游泳少年*短篇/更新不固定/be*胡蝶是花滑运动员，后来在夏天去世*本文已收录于实体短篇合集中*文案第一句来源网络
图灵密码,讲个笑话，千万别当真,强强 幻想空间 破镜重圆 天作之合 轻松,http://www.jjwxc.net/onebook.php?novelid=3618070,非天夜翔,原创-纯爱-近代现代-爱情-主受,609155,完结,10167325696,2018-08-17 11:11:11,闻天和本以为自己是要成为霸道总裁的男人。不料最后却成为了霸道总裁的男人。一把刀的刀锋很难越过，所以智者说，得道之路是困难的。——毛姆《刀锋》一把刀的刀锋很难过，刀锋没有朋友，因为无论它想拥抱谁，都会不小心把对方一刀两断。——越·霸道总裁斯基·关 《沉默是金》
标记我一下,朋友，我看你很不顺眼。,幻想空间 花季雨季 甜文 校园 轻松,http://www.jjwxc.net/onebook.php?novelid=4345516,Paz,原创-纯爱-近代现代-爱情-主受,457446,完结,4620523520,2019-11-20 12:12:12,全文完结。校园ABO。学神/假正经/挑剔鬼攻X学渣/狼狗系/臭弟弟受。没生子。封面感谢@M穆喧。1.二中有个出了名的不好惹的Alpha。校内睡觉，校外打架，江淮多年名列教过他的各位老师“最想打死的学生”榜单头一个，名列二中投票公认出来的“最具攻击性的Alpha”榜单第一个。据说江淮还把他看中过的Omega逼转学过，差点儿给人家留下终生标记。可就这么一个劣迹斑斑、行为恶劣的Alpha，却被人在厕所撞见过拿着支注射器，往自己静脉里推Omega专用的信息素抑制剂。2.江淮一直看不太顺眼学校那个薄渐——家世好、长得好、学习好，名列二中学生投票“最具吸引力的Alpha”榜单头一个，“全校最想交往的Alpha”头一个。薄渐这种年纪轻轻的小白脸，江淮想他一只手就能干翻他。直到那天在男厕，他给自己打信息素抑制剂的时候被薄渐撞见了。他一拳没落在薄渐脸上，薄渐倒反剪了他双手在背后，气息压在他后颈，漫不经心地说：“……哦，你是Omega？”3.夏天体育课，上课前。薄渐被江淮堵到墙角。“不想打抑制剂，帮个忙，咬我一下。”薄渐轻笑：“凭什么？”江淮嗅了嗅空气中若有若无的雪夜似的薄荷叶的冷涩气味。“凭你故意用信息素勾引我。”下本：《如何诱捕打野》；LoL电竞。
第二十八年春,,都市 情有独钟 制服情缘 业界精英 正剧,http://www.jjwxc.net/onebook.php?novelid=3002507,耳东兔子,原创-言情-近代现代-爱情-女主,404109,完结,7834543104,2018-03-19 20:00:00,第二十八年春平淡慢热，不喜勿入。【一个很严肃的提醒：不要去任何包括但不限于扣扣、网易云等音乐、抖音、小红书等等的书中相关引用歌曲的评论区以及跟我文不相关的评论区去提我的文，不要打扰别人，谢谢大家！】4月5日入v。 谢绝任何形式扒榜←求包养，淘我的更多作品哦出版名更为《第二十八年春》上下两部。
女寝大逃亡[无限],寝室是我家，爱护靠大家,惊悚 无限流 爽文 升级流 轻松,http://www.jjwxc.net/onebook.php?novelid=5164568,火茶,原创-言情-幻想未来-剧情-女主,940012,完结,6698387456,2021-01-01 12:00:00,[实体出版全四册已上线！具体可见wb@一只火茶］［有声剧已登录喜马拉雅/猫耳，搜《女寝大逃亡》即可]当寝室变成游戏场，你该如何求生？夜晚八点的寝室楼，属于大学的夜生活刚刚开始。忽然，灯光熄灭。全球所有大学，陷入一片黑暗。“叮叮叮，铛铛铛”“亲爱的同学们，欢迎来到[寝室生存游戏]，愉快的宿舍生活开始啦！”洗手池里流出鲜血，床帐内变成异次元空间，丧尸撞击寝室门，阳台外露出无数双窥伺的眼睛。缺水、断粮、极端环境、生存危机。“学生须知：寝室生存最高规则——”“第一，活人无法离开寝室。”“第二，请守护自己的寝室。”“第三，请守护自己的室友。”“第四，每周末更新全球寝室生存排名，请大家努力冲进双一流、985、211、争做全球大top!”-------听到诡异歌声时，唐心诀正叼着牙刷拆生活用品包装袋。[恭喜同学们，现在你们手上拿的事物，将成为你们的天赋异能！]“……”唐心诀看着手里的马桶搋，陷入沉默。-------寝室是我家，爱护靠大家---------无限剧情流爽文沙雕脑洞大女主---------欢迎收藏专栏，内有预收+完结文来WB找我玩：一只火茶----预收：《今天也要努力打卡[无限]》（专栏可见）青炼是个平平无奇的恐怖副本NPC，她本想安稳工作到退休，却没想到系统出了bug:把她的身份卡加载成了玩家。这就直接导致————NPC上班打卡机：滴，检测不到员工信息，打卡失败——副本结束前如未能成功打卡，将视为缺勤，扣除工资及绩效。青炼：？？？头可断血可流，工资不能扣！好在玩家死后即可转化为NPC，于是她千方百计作死，试图尽快成为受害者。可没想到其他NPC和BOSS也是多年老社畜，一手摸鱼技术出神入化，对额外工作量置若罔闻。于是，有些玩家发现，危险重重都副本，好像多了点什么奇怪的东西：年轻女鬼凄厉尖叫：欺骗我的感情，我要让你们偿命——青炼：我就是那个伤害你的正主渣男牌啊，看看我啊！女鬼视若无睹地飘过她，开始追杀其他人。其他人：？黑棺里，鬼童爬出来：妈妈不要我了，我要找妈妈——青炼：没错，我就是你妈！你的婴儿床我都带来了！鬼童精确绕开她，开始追着其他人哭。其他人：？？阴森古屋中，老者闭眼微微一笑：“快跑吧，被我注视就会死——”青炼贴脸站在他面前：我准备好了，睁眼吧！下一秒，老者头颅转动了180度：“嗯，还算你们跑得快……”其他人：？？？你们恐怖副本的威严呢？规则呢？形象呢？*欢乐岛打工NPC第一准则：永不加班*
黑天,亡命徒x斯文败类,强强 科幻 情有独钟 星际 正剧,http://www.jjwxc.net/onebook.php?novelid=3028499,木苏里,原创-纯爱-幻想未来-剧情-不明,407647,完结,11966631936,2017-04-12 13:38:38,亡命徒x斯文败类新公历5711年，安全大厦5号办公室收到三段闯入讯息，来自太空监狱:“亲爱的，我在看你。”“别紧张，只是在监狱的转播大屏上。”“突然很期待与你重逢，你是会笑着迎接我，还是当头给我一枪？”楚斯坐在宽大的办公桌后，面色不变地看完讯息，回复道：“没记错的话，你的监·禁期限和星球寿命一样长。所以很遗憾，没有那一天。”除非世界末日、星球炸了。然而两年后……星球真的炸了。楚斯：……这篇设定奇葩写得浮夸，扯淡无依据，爱因斯坦棺材板按不住的那种扯淡当太空魔幻看吧，1vs1，HE。
C语言修仙,在下编程修仙。,强强 都市 仙侠修真 升级流 轻松,http://www.jjwxc.net/onebook.php?novelid=3882143,一十四洲,原创-纯爱-幻想未来-科幻-主受,492481,完结,9651275776,2019-03-20 06:00:00,林浔是一个程序员，通宵编代码后发现自己身体内多了一个程序输入窗口。他尝试编了一个循环程序。第二天，邻居家老头找上门来：小浔，你小小年纪，竟已跨入炼气期，做我门下弟子如何？第三天，在街上被人拍肩膀：少年，你骨骼惊奇，加入我宗门如何？林浔：？？？后来，他发现现代社会真的有修仙者。而别人修仙靠灵力，自己修仙靠编程，还能看见别的修仙者体内的程序。某元婴大佬：竖子！你怎能窥破我剑招的破绽？林浔淡定收剑：你程序有bug。某渡劫大神：......我不甘心！你这招叫什么？林浔扶眼镜：蒙特卡洛算法。——然后，他就这样渐渐成了修真界的传说。[正文完结][食用指南]1.全架空勿考据。2.没有编程知识不影响阅读。3.基本日更。配角栏别信，假的。
七芒星,杀马特和大少爷,强强 励志 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=3605512,木瓜黄,原创-纯爱-近代现代-爱情-主受,329419,完结,6608502272,2019-04-08 22:22:22,【音乐文，小尝试，文风有转变】陆延，下城区之光，知名地下乐团主唱，音乐鬼才，看起来一副“X教教主”的样子。新邻居肖珩只觉得他是一个狗到不行吉他弹得还超级他妈烂的……杀马特。本文又名：破产兄弟。现实日常向。二世祖攻，地下摇滚乐队主唱受。肖珩x陆延PPS：已签约出版，简体上册已上市，详情关注作者微博@炸天黄 内有购买链接和后续消息更新，感谢支持。【下本校园，名字还没想好，预收见专栏~】微博@炸天黄
他笑时风华正茂,痞男和少女。,正剧,http://www.jjwxc.net/onebook.php?novelid=2759309,舒远,原创-言情-近代现代-爱情-女主,240230,完结,3070199296,2016-12-10 12:00:00,文案一：那并不是她第一次遇见他。只是那次，KTV走廊，他搂着怀里的女孩笑的风情万种。她印象太深刻。后来呢？后来——男友陆司北豪请狐朋狗友，他来晚了。有人喊：“来晚了罚酒啊。”“怎么没带女朋友？”那人淡淡的一笑，“分了。”“嗬，这次几个月？”那人抬眼，声音清淡：“够了啊。”包间里，灯光半明半暗。孟盛楠低着头喝可乐，渗进舌头上却又凉又苦。那时候，她还没意识到，在后来竟会真的非他不可了。   
除我之外，全员主角,我是平平无奇摆烂人,情有独钟 仙侠修真 甜文 穿书 轻松,http://www.jjwxc.net/onebook.php?novelid=6467397,从温,原创-言情-架空历史-仙侠-女主,749247,完结,5050197504,2022-08-09 21:00:00,【已签约简体出版，出版进度指路wb@晋江从温】宋南时穿到了一个由三本小说组成的修真界，整个师门除她之外全员主角。大师兄古早起点退婚流男主，身怀玉佩老爷爷，江湖人称龙傲天，手拿破剑筑基反杀元婴大佬。二师姐是火葬场里被辜负的替身，一朝重生大彻大悟，上到清冷师尊下到前未婚夫排队等待火葬场。小师妹是晋江甜宠文女主，在洞府里养了个能变成人的妖族太子，日常被红眼掐腰按墙亲。宋南时成了师门里最没有存在感的三师姐，不仅身上没有任何特殊剧情，而且上辈子无神论的她这辈子职业神棍，天天拿着乌龟壳给人算命。面对日常作为背景板被卷入主线剧情的命运，自认师门唯一普通人的宋南时选择摆烂。大师兄：“师妹，难道生来卑贱，我就必须得认命了吗？”宋南时掏出乌龟壳妈咪妈咪哄：“师兄，你命由你不由天。”师兄：“！”二师姐：“师妹，他为我做到了这种地步，我应该原谅他吗？可是我心有不甘啊！”宋南时拿出了塔罗牌，一通操作后摇头：“迟来的深情比草贱。”二师姐：“！”小师妹期期艾艾：“三师姐，他说要向我提亲，可是……他是妖，我是人啊。”宋南时抬头看看阴沉沉的天空：“我夜观天象，你俩必是天生一对！”小师妹：“！”大师兄/二师姐/小师妹：她好懂我！原著里，宋南时因为嫉妒同门，和反派boss勾结，最终被双双反杀。这次她遇见了刚刚被家族背叛的落魄小可怜反派。宋南时沉默片刻后，选择掏出大宝贝乌龟壳，深沉道：“兄弟，来一卦吗？只要十个灵石。”预收：《我内卷了整个修真界》穆棠上辈子是内卷之王，人生赢家。死后她被系统投生到了修真界。系统：“你的任务，是拆散官配，攻略男主，避免男女主虐恋情深，为爱灭世！”穆棠熬夜补完了原著，看着未成年的男主，沉默。她费解：“年纪轻轻的，他们不用上学吗？”她觉得，这整个修真界都闲得慌。也许修真界也需要卷起来。她给刚入师门天真烂漫的女主送上了《五百年修真，三百年模拟》，语重心长道：“你这个年纪就应该好好学习，早恋要不得，等你熬完这三百年，出了师就轻松多了。”她给奋斗批的男主宣扬九九六福报，震耳发聩道：“像你这个年纪，你怎么能睡得着！”不久之后，宗门所有人都发觉平平无奇的小师姐开始闻鸡起舞，月亮不睡她不睡。她对天亮才起床的大师兄惊讶道：“你现在才练剑吗？我都挥剑一万下了！”她对恋爱脑的师姐说：“你还有心思谈恋爱？你知道现在修真界竞争多大吗！”同门们：“！！”整个师门跟着她被迫内卷。后来，修真界大比上，整个修真界都发现一个平平无奇的小宗门拳打第一大宗、脚踢第一高手。他们闻鸡起舞，疯狂内卷。修真界：“！！！”这能忍？！整个修真界被迫开卷。穆棠身为一代内卷之王，别人咸鱼度日的时候，她卷上了九九六，别人九九六的时候，她卷上了零零七。后来，她看着集体零零七的修真界，发出了寂寞如雪的感叹：“累了，平平淡淡才是真。”然后她咸鱼了。这下，整个修真界都不干了！你咸鱼了，卷成麻花的我们怎么办！……上辈子厌世咸鱼的魔王一朝重生，发现自己回到了一切还没开始的时候。魔王顶着一张颓废脸，怀着厌世的心，想看看这个修真界是不是还像从前一样令人作呕。刚一踏出房门，一张传单“啪”的一声糊在了他脸上。——零至一岁全灵力育儿，别让孩子输在起跑线！魔王：？？？他的身后，是卷成麻花的修真界。
情敌每天都在变美[穿书],真香来了，醋缸准备！！,娱乐圈 系统 甜文 穿书 轻松,http://www.jjwxc.net/onebook.php?novelid=4187973,公子于歌,原创-纯爱-近代现代-爱情-主受,786329,完结,8750164992,2019-09-10 09:00:00,【全文完结，本文漫画已在【快看】漫画更新。广播剧猫耳FM】真香来袭，打脸爽甜，变美大翻身，精彩剧中剧！沈金台进入一个穿书系统，通过做任务可以让自己变得越来越美，越来越性感。　　他很快收到了第一个任务：由男主的炮灰追求者转为他的情敌，抢下他的白月光！　　任务成功奖励：六十岁都不会下垂的翘屁。　　沈金台：“……哇~”　　沈金台穿成了和他同名同姓的过气爱豆，因为痴爱财团太子爷阎秋池，为爱隐退，死缠烂打贱度爆表。但阎秋池不为所动，像一座冷冰冰的贞节牌坊。　　沈金台穿过去以后：“为爱隐退？煞笔！”　　“阎秋池是谁，爸爸没有听说过！”　　 阎秋池发现以前一直纠缠自己的沈金台突然性情大变，人越来越美，爆红之势重返娱乐圈顶流，让人没办法把眼睛从他身上挪开，包括阎秋池身边人。 　　阎秋池的白月光：“沈金台，我可以为你做1！”　　阎秋池的弟弟：“小金，我哥瞎了眼，我没有。”　　阎秋池的好友：“ 你告诉我要怎么办，我就是为你意乱情迷！”　　 阎秋池的竞争对手：“敌人的敌人就是朋友，我们是天生一对佳偶。”　　　　阎秋池从前有多禁欲，后来就有多急切，但沈金台不为所动，像一座冷冰冰的贞节牌坊。　　搓衣板往床前一撂，阎秋池：“老公粉兼老婆奴了解一下。” 　　　　只想变美了自己开心的美艳受 vs 极其禁欲也极其闷骚的真香攻，醋缸 本人公子于歌，为晋江独家全约作者，所有作品均独家发表在晋江文学城网站，严拒其他任何平台以盈利或非盈利目的进行转载，增删，篡改，传播，本人拒绝承认非晋江官方网站的所有内容和行为和本人相关，并坚决抵制这种行为，希望其增强版权意识，杜绝盗版行为。请大家认准正版平台，支持正版。特此声明！声明人：公子于歌2020年11月9日
第九农学基地,这辈子学农，下辈子还种田,阴差阳错 种田文 末世 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=6766571,红刺北,原创-言情-幻想未来-剧情-女主,731133,完结,9854830592,2022-08-09 09:09:09,第201章节贴错了，别买！！之后会补一章新番外～       从小赵离浓就被父母寄托厚望：离浓，你得走出去！不要像我们一辈子待在田地里。　　赵离浓做到了，跳级考上大城市的顶尖学府，是村里人人竖起大拇指称赞好娃子。　　结果……赵离浓被调剂到了农学院。　　学不能不上，她收拾行李，在村里人羡慕的目光下，赶赴繁华大都市，一头扎进郊区田地里。　　这一扎就是七年！　　赵离浓已经想好了，一毕业就转行，结果临毕业，试验田被毁，得不到实验数据，她延毕了！！！　　当晚借酒消愁的赵离浓摇摇晃晃站在田埂上，指天大骂三声，然后一头栽倒下去，再醒来，已是末世。　　她赵离浓，有了新身份——第九农学基地一年新生。我的预收文：《全面进化》，男主鱼青飞，欢迎收藏呀～文案：方回所在星球最终还是爆炸了。但她活了下来。再睁开眼时，有人正在外面撬她的冷冻舱。“欸。”陌生的黑发青年手拿着撬棍，另一只手抱着舱板，探脸对上方回的目光，心虚道，“对不起，我不知道这是你家，要不要现在……帮你恢复原样？”方回：“……”
我的师妹不可能是傻白甜,傻白甜还是白切黑,情有独钟 仙侠修真 升级流 正剧,http://www.jjwxc.net/onebook.php?novelid=5337159,归山玉,原创-言情-架空历史-仙侠-女主,2311909,连载,4219067904,2022-05-06 01:55:18,不是日更，不是日更，不是日更。非大女主，非爽文，慢热狗血，自我产粮。【打怪升级恋爱流】//我的师妹不可能是傻白甜// -非大女主！！！非爽文！！！慢热狗血！！！自我产粮！！！-梅良玉：小师妹整日与一帮极品恶人同行，虽然笑起来明媚可爱说话又软，但应该有点东西，不可能是恶人圈里的傻白甜。-六百年前玄古大陆星辰碎裂昭告天下：有五位灭世之人将为大陆带来异火，将所有生灵焚烧殆尽，请务必找出这五位灭世者，拯救玄古大陆无数生灵。开局穿成灭世五人之一的虞岁，看着自己还是婴儿时期的小拳头落泪：喂喂，让我1V全世界这种剧情是不是有哪里不对劲啊？=A=①非大女主！！！非爽文！！！慢热狗血！！！自我产粮！！！②打怪升级恋爱流/篇幅长所以说含男主量高（男主是师兄梅良玉）/有回忆杀③我流玄幻/描写会白话，介意的宝不要勉强自己④白切黑女主【应该是】
空降热搜[娱乐圈],始于“微博热搜”的娱乐圈爱情。,都市 欢喜冤家 娱乐圈 励志 轻松,http://www.jjwxc.net/onebook.php?novelid=3194253,颜凉雨,原创-纯爱-近代现代-爱情-主受,870101,完结,11163057152,2017-06-17 12:00:00,始于“微博热搜”的娱乐圈爱情。——————————1、日更，HE，每天晚上19：00更新，如有事一定会挂请假条，么么哒。 2、所有角色纯属虚构，小伙伴们千万不要带入三次元明星，尊重所有艺人和粉丝，比心(づ￣ 3￣)づ 
太岁,成神之路,幻想空间 魔幻 科幻 古代幻想 正剧,http://www.jjwxc.net/onebook.php?novelid=5502413,priest,原创-无CP-架空历史-奇幻-男主,1183955,完结,9831473152,2021-02-09 11:04:21,“如果有选择，我只想做红尘中一只小小蝼蚁，懵懂而生，庸碌到死，在金平城的大雾下，终生不见天日。好过这条通天的歧途。”蒸汽朋克修/真/世/界/观。十一点左右更新，不更挂请假条。排雷：又臭又长。
她病得不轻,我让让辣,花季雨季 情有独钟 甜文 校园 轻松,http://www.jjwxc.net/onebook.php?novelid=3076116,竹已,原创-言情-近代现代-爱情-女主,200790,完结,5483757056,2017-04-26 22:05:27,她病得不轻，却喜欢我。那我就姑且认为她没有病吧。——张陆让“遇见你，是注定，但也是上天的赏赐。”*清冷寡言男主x蛇精病女主微博@小竹已
百万UP学神天天演我,一起，去更高的地方,情有独钟 甜文 直播 校园 轻松,http://www.jjwxc.net/onebook.php?novelid=4019260,小霄,原创-纯爱-近代现代-爱情-主受,631579,完结,10998660096,2021-03-11 09:00:00,【同系列完结文《沙雕学霸系统》《复读生》《惶惶》****青春校园，本命天降，俩大帅哥快乐发糖极致双标·浪里追星·学神UP攻（窦晟）X  天才小提琴·口嫌体直·海归受（谢澜）--------谢澜，国外长大，人拽盘靓，回国后寄宿妈妈闺蜜家，入读英中理科四班弱点是中文。作文半中半英连滚带爬地写，日常就是在办公室无奈解释：“不是不会做，是看不懂题。”教导主任面色冷峻：“再说一遍。”谢澜斟酌片刻，调整了语法结构，“如果能看懂题，我就会做了。”教导主任手微微颤抖：“再说一遍？”谢澜：“……”阿姨笑着安慰他，“没事，让窦晟带你，很快就适应国内生活啦。”谢澜沉默片刻：“说的是我回国那天在机场跟一百万粉丝说接表妹的那个窦晟？”窦晟，年级学神，某站百万大UP，靠脸圈粉，靠浪留客，骚的一笔。窦晟开始关照他后，谢澜很快就融入了窦晟所说的“中国式高中生活”具体包括：深夜撸串，网吧通宵，为B站【@人间绝帅窦】一键三连窦晟非常照顾他，连一起夜不归宿被抓后，检讨稿都代为捉刀。谢澜站在国旗下皱眉念稿：“刚刚回到祖国怀抱就违反校规。对此，我只想说……不愧是我。”叮咚。【您关注的UP主@人间绝帅窦投稿《你对力量一无所知》】“……”某天，人间绝帅窦视频里偶尔会出镜的帅哥掉了马甲据说那日B站和油管双栖粉集体炸裂#本命up和本命youtuber在一起了##梦幻联动！！#****【食用指南】1.受曾是油管大神，攻是活跃UP，受是攻入行初心2.仅参考B站用户调性及平台内容风格，部分规则有调，别太代入3.攻在28章、61章因百万粉丝福利穿过JK，本身无女装癖好4.主角羁绊之外，全文附加UP事业线、数学竞赛线、轻度群像5.末世剧情完结文——《风雪待归人》末世异能微克苏鲁--------【连载新文】《丢掉的小狗很想你》年上破镜重圆[优雅小猫受，美貌野心家]x[高权势绿茶攻，充满手段的醋王] 猫猫祟祟x虎视眈眈*沈家公司面临破产，沈璧然回国争家业。因为清俊温柔，风度翩翩，陷入名流相亲局。被问情史，他诚实坦荡：“只谈过一任，人死好多年了。”“和平分手，没仇没恨，不会旧情复燃。”已亡白月光一战成名，成了挡桃花神器。意外追尾，沈璧然头脑发热，拨打了那个早已作废的手机号。结果一通电话，竟然把本以为死透了的人喊出来了。一别多年，顾凛川看着他，颇感新奇。“和平分手？”“没仇没恨？”“我，死好多年了？”沈璧然：“……你是？”顾凛川思索片刻，“男鬼。”*顾凛川曾是沈家收养的孤儿，长大后亲人找上门，沈家弃养归还。不久后，沈璧然从新闻得知，顾凛川搭乘的航班失事。他默默为他立碑作坟，祭拜多年，如今却发现他不仅活着，还是国际财团继承人。人人趋附，权柄极盛。性情大变，深不可测。某天相亲局散，沈璧然正大脑放空，顾凛川忽然说：“我的一个朋友养了条小狗，他朝三暮四，不想养了就把狗扔了，别人问起，他居然说狗死了。”沈璧然纳闷：“哪来的人渣？”顾凛川：“是你。”“……”沈璧然看着那道挺拔锐利的身形。“你管自己叫什么？”小、狗？？
我要这盛世美颜有何用,我是一个盛世美颜的相声演员,三教九流 娱乐圈 古穿今 爽文 轻松,http://www.jjwxc.net/onebook.php?novelid=3888037,拉棉花糖的兔子,原创-纯爱-近代现代-轻小说-主受,200165,完结,7694899712,2019-01-09 20:00:00,八十年前，齐涉江是一名撂地卖艺的相声艺人，八十年后，他借尸还魂在娱乐圈新人身上。得获新生，但重拾旧业的路也太不容易了吧。就这张脸，谁都不信他是说相声的，谁都不信他不靠脸吃饭。——他要这盛世美颜到底有何用？？.一个中短篇沙雕脑洞爽文，半架空，有捏造设定，没原型没原型没原型，不要代入任何现实。砖花随意，去留由君。
穿进万人迷文的我人设崩了,这辈子都不可能谈恋爱的（真香）,年下 甜文 穿书 轻松 替身 万人迷,http://www.jjwxc.net/onebook.php?novelid=4221127,东施娘,原创-纯爱-架空历史-爱情-主受,467253,完结,5995899904,2020-01-07 20:00:00,方潮舟穿进了一本不知主角攻是谁的长篇耽美小说，成为了里面同名同姓的二师兄。在原著里，方潮舟爱主角受小师弟爱得发狂，为他挡剑，为他杀妖兽，为他哐哐撞大墙。而现在……方潮舟：算了，小师弟太多追求者，我还是洗洗睡吧。因为方潮舟放弃追求小师弟，其他股票男见方潮舟如此有觉悟，纷纷跟他做起了好朋友，时不时分享一下心中的小秘密。股票男1：上次我给小师弟摘仙草，他对我说了谢谢。方潮舟（做惊讶状）：那小师弟肯定喜欢你啊！股票男2：小师弟上次跟我一起出任务了，还让我注意安全。方潮舟（做笃定状）：绝壁喜欢你，没跑了。股票男3：他上次打妖兽衣服破了，我把我的外衣借给他，可他没要。方潮舟（摸着下巴）：肯定是因为喜欢你，所以太害羞了。……到后来，小师弟找上门了。小师弟一张美人脸冷冰冰的：二师兄，有人天天造谣我喜欢别人，他是不是喜欢我？方潮舟咳了两声：小师弟，有话好好说，能不能先把我身上的捆仙绳解开？*无心谈恋爱只想混吃等死的咸鱼受X本一心修仙后半路走歪的捕鱼攻*攻前期有万人迷属性，后期属性很大可能会转到受身上
