书名,简介,标签,链接,作者,类型,字数,完结状态,积分,发表时间,文案
FOG[电竞],现代电竞，男神vs男神,轻松 电竞,http://www.jjwxc.net/onebook.php?novelid=3949858,漫漫何其多,原创-纯爱-近代现代-爱情-不明,517322,完结,23959570432,2019-07-30 10:15:15,+现代电竞+男神VS男神医疗师攻X突击手受【主角配角均无原型，谢谢大家】推荐绿野千鹤老师的现代血族新坑《以牙之名》
白日梦我,倦爷今天也真实又努力地穷着,励志 正剧,http://www.jjwxc.net/onebook.php?novelid=3525826,栖见,原创-言情-近代现代-爱情-女主,427269,完结,9903655936,2018-09-18 09:00:00,【下本《桃枝气泡》】【实体书已出版，淘宝天猫当当等平台均有销售ww微博@栖见吗】奖学金争夺战进行的如火如荼，学校教导主任办公室门口，林语惊和沈倦狭路相逢。林语惊表情凄怆，眼中含泪：“沈同学，实话跟你说了吧，我是乡下来的，家里很穷，原名叫林翠花，我们莲花村就出了我一个能到大城市读书的，这次我如果拿不到奖学金就没钱交学费，没钱交学费就只能回村里喂猪……”沈倦神情松懒，漫不经心：“好巧，我是隔壁荷叶村的，本名沈铁柱，我不仅要喂猪，还得种地。”林语惊：“……”两人面无表情对视了三秒，然后动作整齐划一，各自转身离开。沈倦钻进私人直升飞机，林语惊上了加长版劳斯莱斯幻影。——两个有钱人每天在对方面前，互相真实地，努力地穷着，的故事。-中二沙雕校园文标题是wuli竹暄暄写哒“语是语不惊人死不休的语，惊是惊天地泣鬼神那个惊。”本文从未有过误导未成年可以通过暴力解决问题的描述，文中对此是持批判态度，也有因不正当解决问题被批评处分停学的描写，力证暴力是不值得鼓励不可取的错误行为。
杀破狼,乱世风云，基情四射,年下 幻想空间 正剧,http://www.jjwxc.net/onebook.php?novelid=2322969,priest,原创-纯爱-架空历史-爱情-主受,655752,完结,13572907008,2015-01-23 20:00:00,HE【信我=w=温柔贤惠病娇年下攻VS废柴聋瞎受【信我=w=非主流蒸汽朋克=w=重要的事情说三遍：先出场的是攻！先出场的是攻！先出场的是攻！……但总体来看，本文不是主攻文=w=拜谢“骑驴看吧唧”同学的封面！更新频率为每天十一点整，有特殊情况会提前请假=w=专栏链接二月十二日周四VIP，以后长评送分，独家发布谢绝转载，请转载的诸位尽快撤文了，谢谢，再次感谢支持正版~
她的小梨涡,大魔王x小可爱,都市 轻松,http://www.jjwxc.net/onebook.php?novelid=3070243,唧唧的猫,原创-言情-近代现代-爱情-女主,257112,完结,13555637248,2017-01-28 13:50:25,本书已出实体书，五月上市，可去淘宝、天猫、京东直接搜索【她的小梨窝】，预售买有福利，实体书比网络版多了番外~初见你时真的不知道你这么楚楚动人让人垂涎欲滴      by大魔王脾气很差的问题少年，有一天，遇到了一个从南方来，胆子超小的转学生......同学们最近都在疯传，班上的大帅逼谢辞，好像盯上那个转学生了。某一天，许呦上早自习时，在课桌上发现了一张纸条：小可爱。我们北方人脾气都很躁哦。：）Tips：此文校园杀、回忆杀～～微博：@唧唧的猫
陷入我们的热恋,酷妹&冷淡混球,天之骄子 励志 甜文 轻松,http://www.jjwxc.net/onebook.php?novelid=3353483,耳东兔子,原创-言情-近代现代-爱情-女主,478277,完结,15962251264,2021-08-03 19:00:00,【全文完结。】高考结束，徐栀成了睿军中学最大的黑马，却没想到，因此她失去一段爱情。也是在那个夏天，她遇上了陈路周，一个恃帅行凶的混球。徐栀觉得陈路周很亲切，朋友震惊，他明明是个拽王啊。陈路周以为徐栀想追自己，朋友也震惊，她明明有男朋友啊。徐栀：我觉得他可能是我失散多年的哥哥。陈路周：我怎么知道，我也很烦，明明有男朋友。文案废。排雷：沙雕，慢热，群像，平淡日常，男主视角多，男朋友是个乌龙。【一个很严肃的提醒：不要去任何包括但不限于扣扣、网易云等音乐、抖音、小红书等等的书中相关引用歌曲的评论区以及跟我文不相关的评论区去提我的文，不要打扰别人。谢谢大家！】“希望世俗不要对我的女孩有偏见。”
人渣反派自救系统,穿书变反派养成男主大大,灵异神怪 情有独钟 仙侠修真 穿书 轻松,http://www.jjwxc.net/onebook.php?novelid=2228486,墨香铜臭,原创-纯爱-架空历史-爱情-主受,432198,完结,20407711744,2014-09-21 20:10:32, “还能不能好好看种马文了！”沈垣穿书，穿成了把少年男主虐到死去活来的人渣反派师父沈清秋。要知道，原作沈清秋最后可是被洛冰河活生生削成了人棍啊人棍！沈清秋：“不是我不想抱男主大腿，可是谁让这男主他妈的是暗黑系，有仇必报千倍奉还的类型啊！”为什么女主们应该走的剧情都要强加给他。为什么作为一个人渣反派却要不断地为主角挡刀挡枪舍己为人？沈清秋：“……我觉得我还可以再抢救一下。”小白花黑化少女攻×伪斯文败类吐槽狂魔受这其实是一个师徒每天不务正业，吃饭睡觉打豆豆，随便黑化一下，谈个恋爱，顺手拯救一下世界的狗血故事 O(∩_∩)O~PS：●非正统修真，各种奇葩各种槽，新人第一篇文求温柔 ＞ ＜●为了创造一个纯粹的书评环境，评论区希望大家可以专注讨论小说本身的内容~请不要讨论其他内容，更不要因此吵架，不要以任何理由互相攻击哦！如果看到不合适的评论，无需回复，轻点投诉即可。守护评论区需要每一位书友共同努力，谢谢大家了！●感谢大家为了保护首刷读者，忍住剧透和预警剧透。不过，晋江有规定评论不能是大段无意义的重复内容，会被清理掉的。所以，如果是想提醒首刷读者小心评论剧透，轻轻地简单提醒一句就好啦，不用叠罗汉昂。
当年万里觅封侯,偏执阴鸷攻vs阳光臆想症受,情有独钟 轻松,http://www.jjwxc.net/onebook.php?novelid=3566040,漫漫何其多,原创-纯爱-架空历史-爱情-主受,382080,完结,18094956544,2018-08-26 12:30:00,+++【偏执阴鸷神经病攻Ｘ达观臆想症受】++真暗恋，伪破镜重圆，架空扯淡。++郁子宥和钟宛，效忠不同主上。两人惺惺相惜过，明争暗斗过。++夺嫡失败后，带着小主上远走边疆的钟宛为了活下去，仗着自己和郁子宥年少时的那点交情，借着他的一些贴身物品，各种明示暗示，让别人觉得郁子宥和自己有一腿。++郁家权倾朝野，有了这层关系，钟宛的日子果然好过了许多，他编的故事也越来越像那么回事。++艳情一传千里，远在京都的郁子宥终于也听说了自己的这笔可歌可泣的风流债，活活被洗了七年脑的郁子宥恍惚间都信了，自己当年跟钟宛好像是真的有那么一段……++推荐cp千鹤的现代甜文—>《临时保镖》++++专栏，求收养
不要在垃圾桶里捡男朋友[快穿],没有他的世界，我哪里都不去,打脸 系统 快穿 复仇虐渣 轻松,http://www.jjwxc.net/onebook.php?novelid=3511075,骑鲸南去,原创-纯爱-近代现代-爱情-主受,1369880,完结,21430863872,2018-05-02 02:22:22,"池小池，四流出身，三料影帝，二流脾性，一品相貌，从地狱hard模式一路洗牌通关至人生赢家模式。然后，他被一盏吊灯砸成了植物人模式。061：你好，渣攻回收系统了解一下。本系统以渣攻的悔意值为计量单位，每积攒一百悔意值即可脱离当前世界。友情提示一下，我们的员工在工作中一般是通过自我奉献与牺牲，培养渣攻的依赖性，一步步让渣攻离不开……池小池：身败名裂算多少后悔值？跌落神坛算多少后悔值？求而不得算多少后悔值？061：……1、1v1,he,绅士温柔忠犬攻x皮这一下很开心受。攻是系统，不切片，虐渣的归虐渣，恋爱的归恋爱；2、没肉，拉灯大法好；3、苏爽白甜无逻辑，和反派画风不同，慎入4、作者原号【发呆的樱桃子】，因为犯了严重错误，已笔名自杀。现号【骑鲸南去】，请关注微博【晋江-骑鲸南去】"
可爱过敏原,竹马是我男朋友后来成了我老公,花季雨季 情有独钟 青梅竹马 美食 轻松,http://www.jjwxc.net/onebook.php?novelid=4004322,稚楚,原创-纯爱-近代现代-爱情-主受,559247,完结,17796372480,2020-08-11 21:01:11,自打六岁那年，爸爸领回来一个混血小宝贝，宋煜的人生就彻底被这个黏黏糊糊中文都说不好的小家伙缠上了。幼儿园时期的乐乐：小煜哥哥，我同学今天说他有漂亮嫂子了，嫂子是什么？宋煜：他哥哥的老婆。乐乐：No!我不要嫂子！宋煜：……乐乐：我当你嫂子！（哪里不对……宋煜：请你好好学习中国本土的亲戚关系。乐乐：不对不对，我当我嫂子！宋煜：……口嫌体正直年上猫系攻VS混血乖巧直球奶狗受1、竹马年上养成，平淡日常文（有波折） 有很多吃吃吃的场景，喜欢快节奏的慎入2、受出场时初三，攻受无任何血缘关系及法律上的亲属关系，寄住，不是一个户口本。3、攻宠受，双箭头很粗，本质是弟控x兄控，不喜勿入，不适合极端控党。4、可爱受，不是强受，不喜勿入5、有百合向配角，戏份不多，不喜勿入6、一点波折都不可以接受的勿入，有波折，有波折，有波折，不是纯甜饼7、一句话简介是快本里张雨剑的梗，因为jj要求不能写“哥哥”改成了竹马8、谢绝换头，请勿侵权9.故事背景架空，情节虚构，请勿较真《be狂魔求生系统》那一对会出现几次，其他文主角不会客串。
烈火浇愁,古穿今年下,强强 幻想空间 古穿今 都市异闻 正剧,http://www.jjwxc.net/onebook.php?novelid=3886659,priest,原创-纯爱-近代现代-奇幻-主受,783098,完结,22568806400,2018-12-31 18:00:00,“在岩浆的浪尖上，有烧不完的余烬。”古穿今，年下。感谢老福特上“橙子绿呀绿”小盆宇的封面图=w=字写得敲美丽
洄天,日天日地大帅逼攻美强惨受,强强 异能 现代架空 悬疑推理 正剧 HE,http://www.jjwxc.net/onebook.php?novelid=6605448,淮上,原创-纯爱-近代现代-奇幻-不明,709033,完结,26864422912,2022-12-17 08:07:43,一场流星雨带来大量放射性陨石，造成全球十万人突发进化，异能由此产生，动荡与恐慌接踵而来。为了稳定社会结构，全球各地纷纷成立监察处，旨在用一切力量解决异能犯罪，保障公共治安。申海市大监察官沈酌以冷酷强硬、铁腕高效的行事风格而闻名，进化者们敬畏他，痛恨他，也不得不服从他。关于他的流言大多集中在两方面，一是血腥有污点的过往，二是他冰冷沉默但美貌的脸。热爱维护核平强得日天日地天生热衷雄竞从来屡竞屡胜轻佻嘴欠的逼king攻&位高权重美强惨狠一生双标懒得掩饰的受本文跟现实毫无联系，纯属架空虚构没有原型不可代餐这口腿肉不适合控控口味偏好强烈的读者食用因为想吃但找不到粮所以自割腿肉爽一把因为是自吃自粮所以偶尔会没有理由地展开飞翔正常每周更六休一，有事会提前请假，HE~
地球上线,地球已加入黑塔豪华午餐~,科幻 无限流 爽文 升级流 轻松,http://www.jjwxc.net/onebook.php?novelid=3377217,莫晨欢,原创-纯爱-近代现代-爱情-主受,1349436,完结,21871790080,2017-11-15 10:00:00,本故事纯属虚构，为想象虚拟，非现实产物。半年前，数以万计的黑色虚影巨塔出现在全球各地，悬浮城市上空。化学家、物理学家、宗教……全部束手无策。半年后，人们习惯了，不再关注它。唐陌有一天看见一只飞虫撞上了虚影黑塔，没有穿透过去。第二天，一道儿童般清脆的声音向全人类发布公告——『叮咚！2017年11月15日，地球上线了。』傅闻夺×唐陌黑塔三大铁律——①一切解释归黑塔所有。②6点-18点是游戏时间。③请所有玩家努力攻塔。
